year,citationCount,influentialCitationCount,doi,venue_acronym,area,authors_name,authors_selfCitations,authors_selfCitationsPercent
2010,4,0,10.1109/HIPC.2010.5713197,HiPC,HPC,Mahathir Almashor,1,3.22581
2010,4,0,10.1109/HIPC.2010.5713197,HiPC,HPC,I. Khalil,1,3.22581
2010,15,4,10.1109/HIPC.2010.5713164,HiPC,HPC,S. Bandyopadhyay,1,4.16667
2010,15,4,10.1109/HIPC.2010.5713164,HiPC,HPC,S. Sahni,4,16.6667
2010,23,0,10.1109/HIPC.2010.5713163,HiPC,HPC,L. Bautista-Gomez,1,2.85714
2010,23,0,10.1109/HIPC.2010.5713163,HiPC,HPC,A. Nukada,1,2.85714
2010,23,0,10.1109/HIPC.2010.5713163,HiPC,HPC,N. Maruyama,1,2.85714
2010,23,0,10.1109/HIPC.2010.5713163,HiPC,HPC,F. Cappello,2,5.71429
2010,23,0,10.1109/HIPC.2010.5713163,HiPC,HPC,S. Matsuoka,3,8.57143
2010,5,0,10.1109/HIPC.2010.5713172,HiPC,HPC,Olivier Beaumont,3,13.0435
2010,5,0,10.1109/HIPC.2010.5713172,HiPC,HPC,A. Rosenberg,4,17.3913
2010,60,5,10.1109/HIPC.2010.5713190,HiPC,HPC,A. Bhatele,4,11.1111
2010,60,5,10.1109/HIPC.2010.5713190,HiPC,HPC,G. Gupta,0,0
2010,60,5,10.1109/HIPC.2010.5713190,HiPC,HPC,L. Kalé,4,11.1111
2010,60,5,10.1109/HIPC.2010.5713190,HiPC,HPC,I. Chung,1,2.77778
2010,3,0,10.1109/HIPC.2010.5713185,HiPC,HPC,Dhananjay Brahme,0,0
2010,3,0,10.1109/HIPC.2010.5713185,HiPC,HPC,B. Mishra,0,0
2010,3,0,10.1109/HIPC.2010.5713185,HiPC,HPC,Anup Barve,0,0
2010,49,5,10.1109/HIPC.2010.5713159,HiPC,HPC,Edward Chuah,0,0
2010,49,5,10.1109/HIPC.2010.5713159,HiPC,HPC,S. Kuo,0,0
2010,49,5,10.1109/HIPC.2010.5713159,HiPC,HPC,Paul Hiew,0,0
2010,49,5,10.1109/HIPC.2010.5713159,HiPC,HPC,William-Chandra Tjhi,0,0
2010,49,5,10.1109/HIPC.2010.5713159,HiPC,HPC,G. Lee,0,0
2010,49,5,10.1109/HIPC.2010.5713159,HiPC,HPC,John L. Hammond,0,0
2010,49,5,10.1109/HIPC.2010.5713159,HiPC,HPC,M. Michalewicz,0,0
2010,49,5,10.1109/HIPC.2010.5713159,HiPC,HPC,T. Hung,0,0
2010,49,5,10.1109/HIPC.2010.5713159,HiPC,HPC,J. Browne,0,0
2010,4,0,10.1109/HIPC.2010.5713166,HiPC,HPC,Sourav Kumar Dandapat,0,0
2010,4,0,10.1109/HIPC.2010.5713166,HiPC,HPC,Bivas Mitra,0,0
2010,4,0,10.1109/HIPC.2010.5713166,HiPC,HPC,Niloy Ganguly,0,0
2010,4,0,10.1109/HIPC.2010.5713166,HiPC,HPC,Romit Roy Choudhury,0,0
2010,15,1,10.1109/HIPC.2010.5713177,HiPC,HPC,Isaac Dooley,0,0
2010,15,1,10.1109/HIPC.2010.5713177,HiPC,HPC,Chao Mei,0,0
2010,15,1,10.1109/HIPC.2010.5713177,HiPC,HPC,J. Lifflander,0,0
2010,15,1,10.1109/HIPC.2010.5713177,HiPC,HPC,L. Kalé,2,15.3846
2010,55,2,10.1109/HIPC.2010.5713180,HiPC,HPC,N. Edmonds,1,2.94118
2010,55,2,10.1109/HIPC.2010.5713180,HiPC,HPC,T. Hoefler,0,0
2010,55,2,10.1109/HIPC.2010.5713180,HiPC,HPC,A. Lumsdaine,1,2.94118
2010,1,0,10.1109/HIPC.2010.5713160,HiPC,HPC,R. Garg,0,0
2010,1,0,10.1109/HIPC.2010.5713160,HiPC,HPC,P. Shahabuddin,0,0
2010,1,0,10.1109/HIPC.2010.5713160,HiPC,HPC,Akshat Verma,1,4.16667
2010,15,1,10.1109/HIPC.2010.5713169,HiPC,HPC,Qiang Guan,0,0
2010,15,1,10.1109/HIPC.2010.5713169,HiPC,HPC,Derek Smith,0,0
2010,15,1,10.1109/HIPC.2010.5713169,HiPC,HPC,Song Fu,1,2.7027
2010,8,0,10.1109/HIPC.2010.5713174,HiPC,HPC,Nikhil Handigol,1,5.26316
2010,8,0,10.1109/HIPC.2010.5713174,HiPC,HPC,K. Selvaradjou,2,10.5263
2010,8,0,10.1109/HIPC.2010.5713174,HiPC,HPC,C. Murthy,2,10.5263
2010,15,3,10.1109/HIPC.2010.5713173,HiPC,HPC,Timothy D. R. Hartley,3,8.82353
2010,15,3,10.1109/HIPC.2010.5713173,HiPC,HPC,E. Saule,0,0
2010,15,3,10.1109/HIPC.2010.5713173,HiPC,HPC,Ümit V. Çatalyürek,5,14.7059
2010,12,0,10.1109/HIPC.2010.5713189,HiPC,HPC,Xin Huo,0,0
2010,12,0,10.1109/HIPC.2010.5713189,HiPC,HPC,Vignesh T. Ravi,1,3.44828
2010,12,0,10.1109/HIPC.2010.5713189,HiPC,HPC,Wenjing Ma,1,3.44828
2010,12,0,10.1109/HIPC.2010.5713189,HiPC,HPC,G. Agrawal,5,17.2414
2010,20,1,10.1109/HIPC.2010.5713193,HiPC,HPC,Ferosh Jacob,1,4
2010,20,1,10.1109/HIPC.2010.5713193,HiPC,HPC,D. Whittaker,0,0
2010,20,1,10.1109/HIPC.2010.5713193,HiPC,HPC,Sagar Thapaliya,0,0
2010,20,1,10.1109/HIPC.2010.5713193,HiPC,HPC,P. Bangalore,3,12
2010,20,1,10.1109/HIPC.2010.5713193,HiPC,HPC,M. Mernik,2,8
2010,20,1,10.1109/HIPC.2010.5713193,HiPC,HPC,Jeff Gray,0,0
2010,1,0,10.1109/HIPC.2010.5713186,HiPC,HPC,Ajinkya Kher,0,0
2010,1,0,10.1109/HIPC.2010.5713186,HiPC,HPC,Akshay Khatavkar,0,0
2010,1,0,10.1109/HIPC.2010.5713186,HiPC,HPC,Shruti Bamb,0,0
2010,1,0,10.1109/HIPC.2010.5713186,HiPC,HPC,V. Sadaphal,2,11.7647
2010,4,0,10.1109/HIPC.2010.5713194,HiPC,HPC,G. Knittel,1,6.25
2010,2,0,10.1109/HIPC.2010.5713179,HiPC,HPC,J. Mulerikkal,1,3.33333
2010,2,0,10.1109/HIPC.2010.5713179,HiPC,HPC,P. Strazdins,1,3.33333
2010,13,1,10.1109/HIPC.2010.5713175,HiPC,HPC,A. Narang,0,0
2010,13,1,10.1109/HIPC.2010.5713175,HiPC,HPC,Rajeev Gupta,0,0
2010,13,1,10.1109/HIPC.2010.5713175,HiPC,HPC,A. Joshi,0,0
2010,13,1,10.1109/HIPC.2010.5713175,HiPC,HPC,Vikas K. Garg,0,0
2010,1,0,10.1109/HIPC.2010.5713181,HiPC,HPC,Martin Raack,0,0
2010,23,2,10.1109/HIPC.2010.5713191,HiPC,HPC,Subramanya R. Dulloor,0,0
2010,23,2,10.1109/HIPC.2010.5713191,HiPC,HPC,K. Schwan,0,0
2010,20,0,10.1109/HIPC.2010.5713192,HiPC,HPC,Mohammad J. Rashti,1,4
2010,20,0,10.1109/HIPC.2010.5713192,HiPC,HPC,Ryan E. Grant,0,0
2010,20,0,10.1109/HIPC.2010.5713192,HiPC,HPC,A. Afsahi,1,4
2010,20,0,10.1109/HIPC.2010.5713192,HiPC,HPC,P. Balaji,2,8
2010,8,1,10.1109/HIPC.2010.5713170,HiPC,HPC,Antoni Roca,1,3.44828
2010,8,1,10.1109/HIPC.2010.5713170,HiPC,HPC,J. Flich,2,6.89655
2010,8,1,10.1109/HIPC.2010.5713170,HiPC,HPC,F. Silla,2,6.89655
2010,8,1,10.1109/HIPC.2010.5713170,HiPC,HPC,J. Duato,3,10.3448
2010,29,0,10.1109/HIPC.2010.5713196,HiPC,HPC,I. Rodero,0,0
2010,29,0,10.1109/HIPC.2010.5713196,HiPC,HPC,Sharat Chandra,0,0
2010,29,0,10.1109/HIPC.2010.5713196,HiPC,HPC,M. Parashar,0,0
2010,29,0,10.1109/HIPC.2010.5713196,HiPC,HPC,R. Muralidhar,0,0
2010,29,0,10.1109/HIPC.2010.5713196,HiPC,HPC,Harinarayanan Seshadri,0,0
2010,29,0,10.1109/HIPC.2010.5713196,HiPC,HPC,S. Poole,0,0
2010,15,2,10.1109/HIPC.2010.5713171,HiPC,HPC,E. Rodrigues,2,7.14286
2010,15,2,10.1109/HIPC.2010.5713171,HiPC,HPC,P. Navaux,2,7.14286
2010,15,2,10.1109/HIPC.2010.5713171,HiPC,HPC,J. Panetta,4,14.2857
2010,15,2,10.1109/HIPC.2010.5713171,HiPC,HPC,C. Mendes,4,14.2857
2010,15,2,10.1109/HIPC.2010.5713171,HiPC,HPC,L. Kalé,8,28.5714
2010,8,1,10.1109/HIPC.2010.5713184,HiPC,HPC,D. Rolán,1,4.34783
2010,8,1,10.1109/HIPC.2010.5713184,HiPC,HPC,B. Fraguela,1,4.34783
2010,8,1,10.1109/HIPC.2010.5713184,HiPC,HPC,R. Doallo,1,4.34783
2010,12,0,10.1109/HIPC.2010.5713176,HiPC,HPC,Alberto Ros,0,0
2010,12,0,10.1109/HIPC.2010.5713176,HiPC,HPC,B. Cuesta,0,0
2010,12,0,10.1109/HIPC.2010.5713176,HiPC,HPC,Ricardo Fernández Pascual,0,0
2010,12,0,10.1109/HIPC.2010.5713176,HiPC,HPC,M. E. Gómez,0,0
2010,12,0,10.1109/HIPC.2010.5713176,HiPC,HPC,M. Acacio,0,0
2010,12,0,10.1109/HIPC.2010.5713176,HiPC,HPC,A. Robles,0,0
2010,12,0,10.1109/HIPC.2010.5713176,HiPC,HPC,José M. García,0,0
2010,12,0,10.1109/HIPC.2010.5713176,HiPC,HPC,J. Duato,1,4.34783
2010,0,0,10.1109/HIPC.2010.5713162,HiPC,HPC,V. Sadaphal,3,18.75
2010,0,0,10.1109/HIPC.2010.5713162,HiPC,HPC,B. Jain,3,18.75
2010,6,0,10.1109/HIPC.2010.5713183,HiPC,HPC,Daniel Sánchez,2,8.69565
2010,6,0,10.1109/HIPC.2010.5713183,HiPC,HPC,Juan L. Aragón,2,8.69565
2010,6,0,10.1109/HIPC.2010.5713183,HiPC,HPC,José M. García,1,4.34783
2010,12,0,10.1109/HIPC.2010.5713168,HiPC,HPC,Vaibhav Saxena,0,0
2010,12,0,10.1109/HIPC.2010.5713168,HiPC,HPC,Yogish Sabharwal,2,16.6667
2010,12,0,10.1109/HIPC.2010.5713168,HiPC,HPC,Pramod Bhatotia,0,0
2010,9,1,10.1109/HIPC.2010.5713188,HiPC,HPC,Jyothish Soman,0,0
2010,9,1,10.1109/HIPC.2010.5713188,HiPC,HPC,Kiran Kumar Matam,0,0
2010,9,1,10.1109/HIPC.2010.5713188,HiPC,HPC,K. Kothapalli,1,6.66667
2010,9,1,10.1109/HIPC.2010.5713188,HiPC,HPC,P J Narayanan,1,6.66667
2010,31,1,10.1109/HIPC.2010.5713161,HiPC,HPC,C. Subramanian,0,0
2010,31,1,10.1109/HIPC.2010.5713161,HiPC,HPC,Arunchandar Vasan,1,3.33333
2010,31,1,10.1109/HIPC.2010.5713161,HiPC,HPC,A. Sivasubramaniam,3,10
2010,55,4,10.1109/HIPC.2010.5713198,HiPC,HPC,G. Varsamopoulos,4,19.0476
2010,55,4,10.1109/HIPC.2010.5713198,HiPC,HPC,Z. Abbasi,1,4.7619
2010,55,4,10.1109/HIPC.2010.5713198,HiPC,HPC,S. Gupta,4,19.0476
2010,20,0,10.1109/HIPC.2010.5713195,HiPC,HPC,A. Vishnu,3,8.33333
2010,20,0,10.1109/HIPC.2010.5713195,HiPC,HPC,H. V. Dam,0,0
2010,20,0,10.1109/HIPC.2010.5713195,HiPC,HPC,W. D. Jong,0,0
2010,20,0,10.1109/HIPC.2010.5713195,HiPC,HPC,P. Balaji,0,0
2010,20,0,10.1109/HIPC.2010.5713195,HiPC,HPC,Shuaiwen Song,0,0
2010,6,0,10.1109/HIPC.2010.5713178,HiPC,HPC,Leping Wang,1,3.84615
2010,6,0,10.1109/HIPC.2010.5713178,HiPC,HPC,Ying Lu,1,3.84615
2010,28,0,10.1109/HIPC.2010.5713182,HiPC,HPC,Jianzong Wang,1,2.94118
2010,28,0,10.1109/HIPC.2010.5713182,HiPC,HPC,P. Varman,4,11.7647
2010,28,0,10.1109/HIPC.2010.5713182,HiPC,HPC,C. Xie,0,0
2010,2,0,10.1109/HIPC.2010.5713167,HiPC,HPC,Yinfeng Wang,0,0
2010,2,0,10.1109/HIPC.2010.5713167,HiPC,HPC,Cho-Li Wang,1,2.63158
2010,2,0,10.1109/HIPC.2010.5713167,HiPC,HPC,Jiannong Cao,3,7.89474
2010,2,0,10.1109/HIPC.2010.5713167,HiPC,HPC,A. Chan,0,0
2019,5,0,10.1145/3293883.3302576,PPoPP,HPC,Yihan Sun,6,24
2019,5,0,10.1145/3293883.3302576,PPoPP,HPC,G. Blelloch,5,20
2019,10,0,10.1145/3293883.3295725,PPoPP,HPC,Umut A. Acar,7,12.069
2019,10,0,10.1145/3293883.3295725,PPoPP,HPC,V. Aksenov,0,0
2019,10,0,10.1145/3293883.3295725,PPoPP,HPC,A. Charguéraud,4,6.89655
2019,10,0,10.1145/3293883.3295725,PPoPP,HPC,Mike Rainey,7,12.069
2019,3,0,10.1145/3293883.3303705,PPoPP,HPC,E. Anceaume,0,0
2019,3,0,10.1145/3293883.3303705,PPoPP,HPC,Antonella del Pozzo,0,0
2019,3,0,10.1145/3293883.3303705,PPoPP,HPC,Romaric Ludinard,0,0
2019,3,0,10.1145/3293883.3303705,PPoPP,HPC,M. Potop-Butucaru,0,0
2019,3,0,10.1145/3293883.3303705,PPoPP,HPC,S. Piergiovanni,0,0
2019,25,4,10.1145/3293883.3295706,PPoPP,HPC,Muhammad A. Awad,0,0
2019,25,4,10.1145/3293883.3295706,PPoPP,HPC,Saman Ashkiani,2,4.44444
2019,25,4,10.1145/3293883.3295706,PPoPP,HPC,Rob Johnson,2,4.44444
2019,25,4,10.1145/3293883.3295706,PPoPP,HPC,Martin Farach-Colton,6,13.3333
2019,25,4,10.1145/3293883.3295706,PPoPP,HPC,John Douglas Owens,4,8.88889
2019,1,0,10.1145/3293883.3295723,PPoPP,HPC,Martin Bättig,0,0
2019,1,0,10.1145/3293883.3295723,PPoPP,HPC,T. Gross,0,0
2019,22,0,10.1145/3293883.3302577,PPoPP,HPC,D. Beckingsale,0,0
2019,22,0,10.1145/3293883.3302577,PPoPP,HPC,R. Hornung,0,0
2019,22,0,10.1145/3293883.3302577,PPoPP,HPC,T. Scogland,0,0
2019,22,0,10.1145/3293883.3302577,PPoPP,HPC,A. Vargas,0,0
2019,0,0,10.1145/3293883.3299991,PPoPP,HPC,N. Ben-David,1,14.2857
2019,0,0,10.1145/3293883.3299991,PPoPP,HPC,G. Blelloch,2,28.5714
2019,0,0,10.1145/3293883.3299991,PPoPP,HPC,Michal Friedman,1,14.2857
2019,0,0,10.1145/3293883.3299991,PPoPP,HPC,Yuanhao Wei,1,14.2857
2019,1,0,10.1145/3293883.3302574,PPoPP,HPC,Travis Carlson,1,7.69231
2019,1,0,10.1145/3293883.3302574,PPoPP,HPC,E. V. Wyk,5,38.4615
2019,3,1,10.1145/3293883.3295720,PPoPP,HPC,Emilio Castillo,0,0
2019,3,1,10.1145/3293883.3295720,PPoPP,HPC,Nikhil Jain,1,16.6667
2019,3,1,10.1145/3293883.3295720,PPoPP,HPC,Marc Casas,0,0
2019,3,1,10.1145/3293883.3295720,PPoPP,HPC,Miquel Moretó,0,0
2019,3,1,10.1145/3293883.3295720,PPoPP,HPC,M. Schulz,1,16.6667
2019,3,1,10.1145/3293883.3295720,PPoPP,HPC,R. Beivide,0,0
2019,3,1,10.1145/3293883.3295720,PPoPP,HPC,M. Valero,0,0
2019,3,1,10.1145/3293883.3295720,PPoPP,HPC,A. Bhatele,0,0
2019,0,0,10.1145/3293883.3295715,PPoPP,HPC,Yubin Chen,0,0
2019,0,0,10.1145/3293883.3295715,PPoPP,HPC,Zhuocheng Ding,0,0
2019,0,0,10.1145/3293883.3295715,PPoPP,HPC,Jin Zhang,0,0
2019,0,0,10.1145/3293883.3295715,PPoPP,HPC,Yun Wang,0,0
2019,0,0,10.1145/3293883.3295715,PPoPP,HPC,Zhengwei Qi,0,0
2019,0,0,10.1145/3293883.3295715,PPoPP,HPC,Haibing Guan,0,0
2019,29,0,10.1145/3293883.3295702,PPoPP,HPC,Simon Doherty,0,0
2019,29,0,10.1145/3293883.3295702,PPoPP,HPC,Brijesh Dongol,0,0
2019,29,0,10.1145/3293883.3295702,PPoPP,HPC,H. Wehrheim,0,0
2019,29,0,10.1145/3293883.3295702,PPoPP,HPC,J. Derrick,0,0
2019,3,0,10.1145/3293883.3295713,PPoPP,HPC,Xiao-jun Dong,0,0
2019,3,0,10.1145/3293883.3295713,PPoPP,HPC,Lei Liu,0,0
2019,3,0,10.1145/3293883.3295713,PPoPP,HPC,Guangli Li,0,0
2019,3,0,10.1145/3293883.3295713,PPoPP,HPC,Jiansong Li,0,0
2019,3,0,10.1145/3293883.3295713,PPoPP,HPC,Peng Zhao,0,0
2019,3,0,10.1145/3293883.3295713,PPoPP,HPC,Xueying Wang,0,0
2019,3,0,10.1145/3293883.3295713,PPoPP,HPC,Xiaobing Feng,0,0
2019,7,1,10.1145/3293883.3295708,PPoPP,HPC,Brijesh Dongol,1,2.5
2019,7,1,10.1145/3293883.3295708,PPoPP,HPC,R. Jagadeesan,2,5
2019,7,1,10.1145/3293883.3295708,PPoPP,HPC,J. Riely,2,5
2019,1,0,10.1145/3293883.3301490,PPoPP,HPC,Athena Elafrou,0,0
2019,1,0,10.1145/3293883.3301490,PPoPP,HPC,G. Goumas,1,25
2019,1,0,10.1145/3293883.3301490,PPoPP,HPC,N. Koziris,1,25
2019,1,0,10.1145/3293883.3301491,PPoPP,HPC,A. Elizarov,0,0
2019,1,0,10.1145/3293883.3301491,PPoPP,HPC,Guy Golan-Gueta,2,18.1818
2019,1,0,10.1145/3293883.3301491,PPoPP,HPC,E. Petrank,1,9.09091
2019,4,0,10.1145/3293883.3295714,PPoPP,HPC,Ricardo Filipe,0,0
2019,4,0,10.1145/3293883.3295714,PPoPP,HPC,S. Issa,3,7.69231
2019,4,0,10.1145/3293883.3295714,PPoPP,HPC,P. Romano,4,10.2564
2019,4,0,10.1145/3293883.3295714,PPoPP,HPC,J. Barreto,0,0
2019,32,5,10.1145/3293883.3295727,PPoPP,HPC,Isaac Gelado,0,0
2019,32,5,10.1145/3293883.3295727,PPoPP,HPC,M. Garland,0,0
2019,8,0,10.1145/3293883.3295737,PPoPP,HPC,Fabian Gruber,1,1.2987
2019,8,0,10.1145/3293883.3295737,PPoPP,HPC,M. Selva,2,2.5974
2019,8,0,10.1145/3293883.3295737,PPoPP,HPC,Diogo Sampaio,1,1.2987
2019,8,0,10.1145/3293883.3295737,PPoPP,HPC,Christophe Guillon,1,1.2987
2019,8,0,10.1145/3293883.3295737,PPoPP,HPC,Antoine Moynault,0,0
2019,8,0,10.1145/3293883.3295737,PPoPP,HPC,L. Pouchet,4,5.19481
2019,8,0,10.1145/3293883.3295737,PPoPP,HPC,F. Rastello,2,2.5974
2019,2,0,10.1145/3293883.3295718,PPoPP,HPC,Jinrong Guo,0,0
2019,2,0,10.1145/3293883.3295718,PPoPP,HPC,Wantao Liu,0,0
2019,2,0,10.1145/3293883.3295718,PPoPP,HPC,Wang Wang,0,0
2019,2,0,10.1145/3293883.3295718,PPoPP,HPC,Q. Lu,0,0
2019,2,0,10.1145/3293883.3295718,PPoPP,HPC,Songlin Hu,0,0
2019,2,0,10.1145/3293883.3295718,PPoPP,HPC,Jizhong Han,0,0
2019,2,0,10.1145/3293883.3295718,PPoPP,HPC,Ruixuan Li,0,0
2019,30,2,10.1145/3293883.3295707,PPoPP,HPC,Troels Henriksen,8,12.3077
2019,30,2,10.1145/3293883.3295707,PPoPP,HPC,Frederik Thorøe,0,0
2019,30,2,10.1145/3293883.3295707,PPoPP,HPC,M. Elsman,7,10.7692
2019,30,2,10.1145/3293883.3295707,PPoPP,HPC,C. Oancea,11,16.9231
2019,44,4,10.1145/3293883.3295710,PPoPP,HPC,J. Hestness,1,2.22222
2019,44,4,10.1145/3293883.3295710,PPoPP,HPC,Newsha Ardalani,1,2.22222
2019,44,4,10.1145/3293883.3295710,PPoPP,HPC,G. Diamos,3,6.66667
2019,23,0,10.1145/3293883.3295729,PPoPP,HPC,Loc Hoang,3,4.6875
2019,23,0,10.1145/3293883.3295729,PPoPP,HPC,M. Pontecorvi,1,1.5625
2019,23,0,10.1145/3293883.3295729,PPoPP,HPC,Roshan Dathathri,3,4.6875
2019,23,0,10.1145/3293883.3295729,PPoPP,HPC,G. Gill,3,4.6875
2019,23,0,10.1145/3293883.3295729,PPoPP,HPC,Bozhi You,0,0
2019,23,0,10.1145/3293883.3295729,PPoPP,HPC,K. Pingali,5,7.8125
2019,23,0,10.1145/3293883.3295729,PPoPP,HPC,V. Ramachandran,2,3.125
2019,82,9,10.1145/3293883.3295712,PPoPP,HPC,Changwan Hong,1,2
2019,82,9,10.1145/3293883.3295712,PPoPP,HPC,Aravind Sukumaran-Rajam,1,2
2019,82,9,10.1145/3293883.3295712,PPoPP,HPC,Israt Nisa,1,2
2019,82,9,10.1145/3293883.3295712,PPoPP,HPC,Kunal Singh,0,0
2019,82,9,10.1145/3293883.3295712,PPoPP,HPC,P. Sadayappan,1,2
2019,0,0,10.1145/3293883.3295705,PPoPP,HPC,Xiaokang Hu,0,0
2019,0,0,10.1145/3293883.3295705,PPoPP,HPC,Changzheng Wei,1,5.88235
2019,0,0,10.1145/3293883.3295705,PPoPP,HPC,Jian Li,1,5.88235
2019,0,0,10.1145/3293883.3295705,PPoPP,HPC,B. Will,0,0
2019,0,0,10.1145/3293883.3295705,PPoPP,HPC,Ping Yu,1,5.88235
2019,0,0,10.1145/3293883.3295705,PPoPP,HPC,Lu Gong,0,0
2019,0,0,10.1145/3293883.3295705,PPoPP,HPC,Haibing Guan,1,5.88235
2019,7,0,10.1145/3293883.3298790,PPoPP,HPC,Yuki Ito,1,6.25
2019,7,0,10.1145/3293883.3298790,PPoPP,HPC,Haruki Imai,0,0
2019,7,0,10.1145/3293883.3298790,PPoPP,HPC,Tung D. Le,0,0
2019,7,0,10.1145/3293883.3298790,PPoPP,HPC,Yasushi Negishi,0,0
2019,7,0,10.1145/3293883.3298790,PPoPP,HPC,Kiyokuni Kawachiya,0,0
2019,7,0,10.1145/3293883.3298790,PPoPP,HPC,R. Matsumiya,1,6.25
2019,7,0,10.1145/3293883.3298790,PPoPP,HPC,Toshio Endo,1,6.25
2019,8,0,10.1145/3293883.3299109,PPoPP,HPC,M. Javanmard,0,0
2019,8,0,10.1145/3293883.3299109,PPoPP,HPC,P. Ganapathi,5,6.57895
2019,8,0,10.1145/3293883.3299109,PPoPP,HPC,Rathish Das,0,0
2019,8,0,10.1145/3293883.3299109,PPoPP,HPC,Zafar Ahmad,0,0
2019,8,0,10.1145/3293883.3299109,PPoPP,HPC,S. Tschudi,1,1.31579
2019,8,0,10.1145/3293883.3299109,PPoPP,HPC,R. Chowdhury,8,10.5263
2019,5,1,10.1145/3293883.3299818,PPoPP,HPC,Peng Jiang,1,33.3333
2019,5,1,10.1145/3293883.3299818,PPoPP,HPC,G. Agrawal,1,33.3333
2019,1,0,10.1145/3293883.3302575,PPoPP,HPC,I. Jimenez,1,100
2019,1,0,10.1145/3293883.3302575,PPoPP,HPC,J. Lofstead,1,100
2019,1,0,10.1145/3293883.3302575,PPoPP,HPC,C. Maltzahn,1,100
2019,24,1,10.1145/3293883.3295719,PPoPP,HPC,Herbert Jordan,3,5.45455
2019,24,1,10.1145/3293883.3295719,PPoPP,HPC,Pavle Subotic,3,5.45455
2019,24,1,10.1145/3293883.3295719,PPoPP,HPC,David Zhao,0,0
2019,24,1,10.1145/3293883.3295719,PPoPP,HPC,Bernhard Scholz,6,10.9091
2019,1,0,10.1145/3293883.3301495,PPoPP,HPC,Tim Kaler,1,16.6667
2019,1,0,10.1145/3293883.3301495,PPoPP,HPC,Brian Wheatman,0,0
2019,1,0,10.1145/3293883.3301495,PPoPP,HPC,Sarah Wooders,0,0
2019,4,0,10.1145/3293883.3295717,PPoPP,HPC,M. L. Karaoui,0,0
2019,4,0,10.1145/3293883.3295717,PPoPP,HPC,Anthony Carno,1,14.2857
2019,4,0,10.1145/3293883.3295717,PPoPP,HPC,Robert Lyerly,1,14.2857
2019,4,0,10.1145/3293883.3295717,PPoPP,HPC,Sang-Hoon Kim,0,0
2019,4,0,10.1145/3293883.3295717,PPoPP,HPC,Pierre Olivier,0,0
2019,4,0,10.1145/3293883.3295717,PPoPP,HPC,Changwoo Min,0,0
2019,4,0,10.1145/3293883.3295717,PPoPP,HPC,B. Ravindran,1,14.2857
2019,0,0,10.1145/3293883.3297000,PPoPP,HPC,N. Koval,0,0
2019,0,0,10.1145/3293883.3297000,PPoPP,HPC,Dan Alistarh,0,0
2019,0,0,10.1145/3293883.3297000,PPoPP,HPC,Roman Elizarov,0,0
2019,1,0,10.1145/3293883.3295721,PPoPP,HPC,M. Küttler,0,0
2019,1,0,10.1145/3293883.3295721,PPoPP,HPC,Maksym Planeta,0,0
2019,1,0,10.1145/3293883.3295721,PPoPP,HPC,Jan Bierbaum,0,0
2019,1,0,10.1145/3293883.3295721,PPoPP,HPC,C. Weinhold,0,0
2019,1,0,10.1145/3293883.3295721,PPoPP,HPC,Hermann Härtig,0,0
2019,1,0,10.1145/3293883.3295721,PPoPP,HPC,A. Barak,1,1.69492
2019,1,0,10.1145/3293883.3295721,PPoPP,HPC,T. Hoefler,5,8.47458
2019,13,2,10.1145/3293883.3299108,PPoPP,HPC,Kartik Lakhotia,2,3.33333
2019,13,2,10.1145/3293883.3299108,PPoPP,HPC,Sourav Pati,0,0
2019,13,2,10.1145/3293883.3299108,PPoPP,HPC,R. Kannan,2,3.33333
2019,13,2,10.1145/3293883.3299108,PPoPP,HPC,V. Prasanna,4,6.66667
2019,49,8,10.1145/3293883.3295734,PPoPP,HPC,Xiuhong Li,5,15.1515
2019,49,8,10.1145/3293883.3295734,PPoPP,HPC,Yun Liang,8,24.2424
2019,49,8,10.1145/3293883.3295734,PPoPP,HPC,Shengen Yan,0,0
2019,49,8,10.1145/3293883.3295734,PPoPP,HPC,Liancheng Jia,0,0
2019,49,8,10.1145/3293883.3295734,PPoPP,HPC,Yinghan Li,0,0
2019,34,6,10.1145/3293883.3295716,PPoPP,HPC,Ke Meng,0,0
2019,34,6,10.1145/3293883.3295716,PPoPP,HPC,Jiajia Li,3,4.61538
2019,34,6,10.1145/3293883.3295716,PPoPP,HPC,Guangming Tan,4,6.15385
2019,34,6,10.1145/3293883.3295716,PPoPP,HPC,Ninghui Sun,2,3.07692
2019,3,0,10.1145/3293883.3302578,PPoPP,HPC,F. Mueller,0,0
2019,3,0,10.1145/3293883.3302578,PPoPP,HPC,Greg Byrd,0,0
2019,3,0,10.1145/3293883.3302578,PPoPP,HPC,P. Dreher,0,0
2019,0,0,10.1145/3293883.3301492,PPoPP,HPC,Xiang Ni,0,0
2019,0,0,10.1145/3293883.3301492,PPoPP,HPC,S. Schneider,3,75
2019,0,0,10.1145/3293883.3301492,PPoPP,HPC,Raju Pavuluri,0,0
2019,0,0,10.1145/3293883.3301492,PPoPP,HPC,Jonathan Kaus,0,0
2019,0,0,10.1145/3293883.3301492,PPoPP,HPC,Kun-Lung Wu,2,50
2019,6,0,10.1145/3293883.3301493,PPoPP,HPC,M. Novaes,0,0
2019,6,0,10.1145/3293883.3301493,PPoPP,HPC,V. Petrucci,2,5.40541
